rmse,mae,pearson,spearman,best_params
0.7863013045488267,0.6391205787658691,0.62439686,0.6223662068916123,{'model__alpha': 100.0}
0.7622562175083034,0.6103589534759521,0.6381087,0.6296515334694873,{'model__alpha': 10.0}
0.7891990618986808,0.6427170634269714,0.61043066,0.607388734690183,{'model__alpha': 10.0}
0.7715561459149511,0.6253505349159241,0.63580096,0.6365194261943605,{'model__alpha': 10.0}
0.7864902607750696,0.6366906762123108,0.62517697,0.6207795878886675,{'model__alpha': 10.0}
